key,title,created,issue_type,title_clean,title_lower,category,confidence
SD-163935,Odmb 2 linia czarne ekrany,2025-07-02 06:32:15.888000+02:00,Incydent,Odmb 2 linia czarne ekrany,odmb 2 linia czarne ekrany,inne,0.5
SD-163934,COD - Odwrotne przesyłanie zamówień,2025-07-02 06:28:57.269000+02:00,Incydent,COD - Odwrotne przesyłanie zamówień,cod - odwrotne przesyłanie zamówień,inne,0.5
SD-163929,POS - brak kafelków,2025-07-02 06:25:08.868000+02:00,Incydent,POS - brak kafelków,pos - brak kafelków,POS – brak kafelków,0.9
SD-163926,iDMB - nie włączyło się po awarii prądu,2025-07-02 06:20:17.089000+02:00,Incydent,iDMB - nie włączyło się po awarii prądu,idmb - nie włączyło się po awarii prądu,inne,0.5
SD-163922,KVS09 Komunikat MOP nie działa prawidłowo,2025-07-02 06:10:38.461000+02:00,Incydent,KVS09 Komunikat MOP nie działa prawidłowo,kvs09 komunikat mop nie działa prawidłowo,inne,0.5
SD-163921,Pos19  - kasa sama klika kafelki,2025-07-02 06:10:27.284000+02:00,Incydent,Pos19  - kasa sama klika kafelki,pos19  - kasa sama klika kafelki,POS – brak kafelków,0.9
SD-163920,POS01 - Brak kafelków,2025-07-02 06:10:17.213000+02:00,Incydent,POS01 - Brak kafelków,pos01 - brak kafelków,POS – brak kafelków,0.9
SD-163919,Wprowadzenie sprzedaży za dzień 01.07.2025,2025-07-02 06:09:53.010000+02:00,Usługa,Wprowadzenie sprzedaży za dzień 01.07.2025,wprowadzenie sprzedaży za dzień 01.07.2025,inne,0.5
SD-163918,Skaner COD 1 linia nie skanuje kuponów,2025-07-02 06:06:26.931000+02:00,Incydent,Skaner COD 1 linia nie skanuje kuponów,skaner cod 1 linia nie skanuje kuponów,inne,0.5
SD-163917,Produkcja Offline,2025-07-02 06:04:24.527000+02:00,Incydent,Produkcja Offline,produkcja offline,inne,0.5
SD-163916,POS03 - nie pinguje,2025-07-02 06:02:06.298000+02:00,Incydent,POS03 - nie pinguje,pos03 - nie pinguje,inne,0.5
SD-163915,MOP - Brak fiskalizacji,2025-07-02 06:02:00.977000+02:00,Incydent,MOP - Brak fiskalizacji,mop - brak fiskalizacji,inne,0.5
SD-163914,POS19 - 50%,2025-07-02 06:01:48.784000+02:00,Incydent,POS19 - 50%,pos19 - 50%,inne,0.5
SD-163912,Rest rozłączyła się natychmiast,2025-07-02 06:01:03.046000+02:00,Usługa,Rest rozłączyła się natychmiast,rest rozłączyła się natychmiast,inne,0.5
SD-163911,FOE63 - nie otworzył się dzień,2025-07-02 05:58:46.679000+02:00,Incydent,FOE63 - nie otworzył się dzień,foe63 - nie otworzył się dzień,inne,0.5
SD-163910,Drukarka OAT nie drukuje ,2025-07-02 05:57:18.913000+02:00,Incydent,Drukarka OAT nie drukuje,drukarka oat nie drukuje,inne,0.5
SD-163909,KVS31 - Zawiesił się,2025-07-02 05:54:11.381000+02:00,Incydent,KVS31 - Zawiesił się,kvs31 - zawiesił się,inne,0.5
SD-163908,POS03 - Error 65542.,2025-07-02 05:53:19.860000+02:00,Incydent,POS03 - Error 65542.,pos03 - error 65542.,inne,0.5
SD-163907,MOP - Prośba o włączenie,2025-07-02 05:47:29.530000+02:00,Incydent,MOP - Prośba o włączenie,mop - prośba o włączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-163905,Raport PMX nie ładuje sie ,2025-07-02 05:45:06.887000+02:00,Incydent,Raport PMX nie ładuje sie,raport pmx nie ładuje sie,inne,0.5
SD-163904,Prośba o odblokowanie MOP.,2025-07-02 05:38:59.552000+02:00,Usługa,Prośba o odblokowanie MOP.,prośba o odblokowanie mop.,MOP – Prośba o włączenie/wyłączenie,0.9
SD-163903,POS06 - Brak kafelków na pos,2025-07-02 05:37:39.263000+02:00,Incydent,POS06 - Brak kafelków na pos,pos06 - brak kafelków na pos,POS – brak kafelków,0.9
SD-163902,POS19 - nie działa szuflada,2025-07-02 05:35:01.759000+02:00,Incydent,POS19 - nie działa szuflada,pos19 - nie działa szuflada,inne,0.5
SD-163901,Newpos - POS03 - nie działa połowa dotyku na systemie kasowym.,2025-07-02 05:32:56.979000+02:00,Incydent,Newpos - POS03 - nie działa połowa dotyku na systemie kasowym.,newpos - pos03 - nie działa połowa dotyku na systemie kasowym.,inne,0.5
SD-163900,POS03 - Brak kafelków.,2025-07-02 05:23:49.286000+02:00,Incydent,POS03 - Brak kafelków.,pos03 - brak kafelków.,POS – brak kafelków,0.9
SD-163898,pos24 - Brak kafelków na pos,2025-07-02 05:19:16.407000+02:00,Incydent,pos24 - Brak kafelków na pos,pos24 - brak kafelków na pos,POS – brak kafelków,0.9
SD-163897,POS - brak kafelków,2025-07-02 05:06:17.669000+02:00,Incydent,POS - brak kafelków,pos - brak kafelków,POS – brak kafelków,0.9
SD-163896,iDMB - monitory nie uruchomiły się,2025-07-02 05:05:30.883000+02:00,Incydent,iDMB - monitory nie uruchomiły się,idmb - monitory nie uruchomiły się,inne,0.5
SD-163894,KVS08 - zawieszone zamówienie,2025-07-02 04:57:32.168000+02:00,Incydent,KVS08 - zawieszone zamówienie,kvs08 - zawieszone zamówienie,KVSxx – zawieszone zamówienie,0.9
SD-163893,"Problem z zamknięciem POS01 - nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 04:53:32.051000+02:00,Incydent,"Problem z zamknięciem POS01 - nie przeszło na kasie, z której był zamykany dzień.","problem z zamknięciem pos01 - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163892,MOP - Prośba o włączenie/wyłączenie,2025-07-02 04:52:41.153000+02:00,Usługa,MOP - Prośba o włączenie/wyłączenie,mop - prośba o włączenie/wyłączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-163891,POS03 - brak kafelków,2025-07-02 04:37:14.133000+02:00,Incydent,POS03 - brak kafelków,pos03 - brak kafelków,POS – brak kafelków,0.9
SD-163890,CSO30 - Czerwony ekran.,2025-07-02 04:24:41.612000+02:00,Incydent,CSO30 - Czerwony ekran.,cso30 - czerwony ekran.,inne,0.5
SD-163889,Błędne wydruki na grill slip [ Drukarka podłączona pod monitor nr 10 ] ,2025-07-02 04:22:01.215000+02:00,Incydent,Błędne wydruki na grill slip [ Drukarka podłączona pod monitor nr 10 ],błędne wydruki na grill slip [ drukarka podłączona pod monitor nr 10 ],inne,0.5
SD-163888,"Problem z zamknięciem POS01 - nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 03:59:06.871000+02:00,Incydent,"Problem z zamknięciem POS01 - nie przeszło na kasie, z której był zamykany dzień.","problem z zamknięciem pos01 - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163887,Mystore - zamknięcie POS - problem z produkcją główną,2025-07-02 03:57:33.470000+02:00,Incydent,Mystore - zamknięcie POS - problem z produkcją główną,mystore - zamknięcie pos - problem z produkcją główną,inne,0.5
SD-163886,POS06 - POS not initalized,2025-07-02 03:56:49.300000+02:00,Incydent,POS06 - POS not initalized,pos06 - pos not initalized,inne,0.5
SD-163885,Zapytanie jak założyć zgłoszenie na assiste,2025-07-02 03:56:05.085000+02:00,Incydent,Zapytanie jak założyć zgłoszenie na assiste,zapytanie jak założyć zgłoszenie na assiste,inne,0.5
SD-163884,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 03:55:46.707000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163883,MyStore - Prośba o pomoc w edycji odbić czasowych,2025-07-02 03:50:53.264000+02:00,Usługa,MyStore - Prośba o pomoc w edycji odbić czasowych,mystore - prośba o pomoc w edycji odbić czasowych,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-163882,ODMB- prośbą o zmiane godzin ,2025-07-02 03:38:51.674000+02:00,Incydent,ODMB- prośbą o zmiane godzin,odmb- prośbą o zmiane godzin,inne,0.5
SD-163881,Zapytanie na temat błedednych godzin na odmb ,2025-07-02 03:27:21.404000+02:00,Incydent,Zapytanie na temat błedednych godzin na odmb,zapytanie na temat błedednych godzin na odmb,inne,0.5
SD-163880,POS01- POS Not Initialized.,2025-07-02 03:25:42.290000+02:00,Incydent,POS01- POS Not Initialized.,pos01- pos not initialized.,inne,0.5
SD-163879,MyStore - brak dostawy,2025-07-02 03:23:21.620000+02:00,Incydent,MyStore - brak dostawy,mystore - brak dostawy,inne,0.5
SD-163878,Zapytanie na temat inventaryzacji ,2025-07-02 03:14:40.585000+02:00,Incydent,Zapytanie na temat inventaryzacji,zapytanie na temat inventaryzacji,inne,0.5
SD-163876,Terminale - nie działają,2025-07-02 03:08:21.880000+02:00,Incydent,Terminale - nie działają,terminale - nie działają,inne,0.5
SD-163875,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,2025-07-02 03:06:04.027000+02:00,Incydent,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,zamknięcie/otwarcie pos - nie przeszło zamknięcie pos.,inne,0.5
SD-163874,KVS22/34 - Wiszące zamówienie,2025-07-02 03:03:29.762000+02:00,Incydent,KVS22/34 - Wiszące zamówienie,kvs22/34 - wiszące zamówienie,KVSxx – zawieszone zamówienie,0.9
SD-163873,Pytanie o zamiane skanerow i cfs,2025-07-02 02:57:55.086000+02:00,Usługa,Pytanie o zamiane skanerow i cfs,pytanie o zamiane skanerow i cfs,inne,0.5
SD-163872,TR - Zegar nie odpowiada w sieci,2025-07-02 02:56:40.448000+02:00,Incydent,TR - Zegar nie odpowiada w sieci,tr - zegar nie odpowiada w sieci,inne,0.5
SD-163871,Zamknij / otwórz system POS - nie można zamknąć systemu,2025-07-02 02:52:45.925000+02:00,Incydent,Zamknij / otwórz system POS - nie można zamknąć systemu,zamknij / otwórz system pos - nie można zamknąć systemu,inne,0.5
SD-163870,POS07 - 28.06 jako dzień biznesowy.,2025-07-02 02:50:28.810000+02:00,Incydent,POS07 - 28.06 jako dzień biznesowy.,pos07 - 28.06 jako dzień biznesowy.,inne,0.5
SD-163869,POS - brak kafelków,2025-07-02 02:49:59.318000+02:00,Incydent,POS - brak kafelków,pos - brak kafelków,POS – brak kafelków,0.9
SD-163868,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 02:41:18.276000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163867,Po przepięciu skanerów nabite zamówienia pojawiają się na błędnych monitorach,2025-07-02 02:38:18.697000+02:00,Incydent,Po przepięciu skanerów nabite zamówienia pojawiają się na błędnych monitorach,po przepięciu skanerów nabite zamówienia pojawiają się na błędnych monitorach,inne,0.5
SD-163866,POS07 - Error komunikacji z Fiscal Adapter.,2025-07-02 02:37:27.989000+02:00,Incydent,POS07 - Error komunikacji z Fiscal Adapter.,pos07 - error komunikacji z fiscal adapter.,inne,0.5
SD-163865,Prośba o pomoc w połączeniu tabletu testo do sieci ebos ,2025-07-02 02:22:45.771000+02:00,Usługa,Prośba o pomoc w połączeniu tabletu testo do sieci ebos,prośba o pomoc w połączeniu tabletu testo do sieci ebos,inne,0.5
SD-163863,MyStore - brak dostawy - 01.07,2025-07-02 02:00:57.395000+02:00,Incydent,MyStore - brak dostawy - 01.07,mystore - brak dostawy - 01.07,inne,0.5
SD-163862,KVS17 - rozkalibrowany dotyk,2025-07-02 02:00:47.781000+02:00,Incydent,KVS17 - rozkalibrowany dotyk,kvs17 - rozkalibrowany dotyk,inne,0.5
SD-163861,POS - brak kafelków,2025-07-02 02:00:47.503000+02:00,Incydent,POS - brak kafelków,pos - brak kafelków,POS – brak kafelków,0.9
SD-163860,MAP02 - Drukarka biurowa - Nie można drukować.,2025-07-02 01:59:13.299000+02:00,Incydent,MAP02 - Drukarka biurowa - Nie można drukować.,map02 - drukarka biurowa - nie można drukować.,inne,0.5
SD-163859,Zamiana Stron na kuchni,2025-07-02 01:58:45.763000+02:00,Incydent,Zamiana Stron na kuchni,zamiana stron na kuchni,inne,0.5
SD-163858,Zapytanie na tematy zmianie linii na dt ,2025-07-02 01:58:39.014000+02:00,Incydent,Zapytanie na tematy zmianie linii na dt,zapytanie na tematy zmianie linii na dt,inne,0.5
SD-163857,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,2025-07-02 01:40:57.402000+02:00,Incydent,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,zamknięcie/otwarcie pos - nie przeszło zamknięcie pos.,inne,0.5
SD-163854,Wyrównanie godzin na zegarze SOTEC/monitorach.,2025-07-02 01:37:53.605000+02:00,Incydent,Wyrównanie godzin na zegarze SOTEC/monitorach.,wyrównanie godzin na zegarze sotec/monitorach.,inne,0.5
SD-163853,Drive - zamian stron,2025-07-02 01:37:44.358000+02:00,Incydent,Drive - zamian stron,drive - zamian stron,inne,0.5
SD-163852,"brak czasów obsługi od godziny 18:00, 01.07",2025-07-02 01:36:16.665000+02:00,Incydent,"brak czasów obsługi od godziny 18:00, 01.07","brak czasów obsługi od godziny 18:00, 01.07",MyStore – brak czasów szybkości obsługi,0.9
SD-163851,Zapytanie na temat listy invetaryzacyjnej po zamknieciu/otwarciu dnia,2025-07-02 01:34:41.244000+02:00,Incydent,Zapytanie na temat listy invetaryzacyjnej po zamknieciu/otwarciu dnia,zapytanie na temat listy invetaryzacyjnej po zamknieciu/otwarciu dnia,inne,0.5
SD-163850,MS9 -Prośba o restart hasła.,2025-07-02 01:33:39.461000+02:00,Incydent,MS9 -Prośba o restart hasła.,ms9 -prośba o restart hasła.,inne,0.5
SD-163849,Skaner COD - problem ze skanowaniem po zamianie kas,2025-07-02 01:32:35.828000+02:00,Incydent,Skaner COD - problem ze skanowaniem po zamianie kas,skaner cod - problem ze skanowaniem po zamianie kas,inne,0.5
SD-163848,nie działa ,2025-07-02 01:30:00.798000+02:00,Incydent,nie działa,nie działa,inne,0.5
SD-163847,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 01:29:49.088000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163846,Zapytanie na temat wgrania aktualizacji rfm,2025-07-02 01:29:43.270000+02:00,Incydent,Zapytanie na temat wgrania aktualizacji rfm,zapytanie na temat wgrania aktualizacji rfm,inne,0.5
SD-163845,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 01:27:41.869000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163844,POS08 i POS03 - Utrudnione działanie na kasach.,2025-07-02 01:25:45.127000+02:00,Incydent,POS08 i POS03 - Utrudnione działanie na kasach.,pos08 i pos03 - utrudnione działanie na kasach.,inne,0.5
SD-163843,MOP - Prośba o włączenie/wyłączenie,2025-07-02 01:24:59.809000+02:00,Usługa,MOP - Prośba o włączenie/wyłączenie,mop - prośba o włączenie/wyłączenie,MOP – Prośba o włączenie/wyłączenie,0.9
SD-163842,MAP01 - Zawiesił się,2025-07-02 01:23:14.480000+02:00,Incydent,MAP01 - Zawiesił się,map01 - zawiesił się,inne,0.5
SD-163841,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 01:22:02.807000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163840,Nie można zamknąć dnia przez błąd na kasie,2025-07-02 01:20:09.428000+02:00,Incydent,Nie można zamknąć dnia przez błąd na kasie,nie można zamknąć dnia przez błąd na kasie,inne,0.5
SD-163839,Zmiana stanu kasowego ,2025-07-02 01:18:29.817000+02:00,Incydent,Zmiana stanu kasowego,zmiana stanu kasowego,inne,0.5
SD-163836,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 01:12:11.865000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163835,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,2025-07-02 01:10:17.087000+02:00,Incydent,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,zamknięcie/otwarcie pos - nie przeszło zamknięcie pos.,inne,0.5
SD-163834,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 01:08:33.789000+02:00,Incydent,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.","problem z zamknięciem pos24 - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163833,Zamknij / otwórz system POS - nie można zamknąć systemu,2025-07-02 01:06:34.839000+02:00,Incydent,Zamknij / otwórz system POS - nie można zamknąć systemu,zamknij / otwórz system pos - nie można zamknąć systemu,inne,0.5
SD-163832,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 01:05:52.866000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163830,Dodawane odbicia czasowe usuwają się i nie zapisują się w systemie ,2025-07-02 01:01:20.721000+02:00,Usługa,Dodawane odbicia czasowe usuwają się i nie zapisują się w systemie,dodawane odbicia czasowe usuwają się i nie zapisują się w systemie,inne,0.5
SD-163829,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,2025-07-02 00:59:14.191000+02:00,Incydent,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,zamknięcie/otwarcie pos - nie przeszło zamknięcie pos.,inne,0.5
SD-163828,MyStore - zamknięcie/otwarcie - inwentaryzacja wymaga uwagi ,2025-07-02 00:58:25.389000+02:00,Incydent,MyStore - zamknięcie/otwarcie - inwentaryzacja wymaga uwagi,mystore - zamknięcie/otwarcie - inwentaryzacja wymaga uwagi,inne,0.5
SD-163827,Mystore - Brak raportu operacyjnego ,2025-07-02 00:57:22.813000+02:00,Incydent,Mystore - Brak raportu operacyjnego,mystore - brak raportu operacyjnego,inne,0.5
SD-163826,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 00:53:26.342000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163824,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,2025-07-02 00:45:52.755000+02:00,Incydent,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,zamknięcie/otwarcie pos - nie przeszło zamknięcie pos.,inne,0.5
SD-163823,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 00:39:42.442000+02:00,Incydent,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.","problem z zamknięciem pos24 - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163822,Newpos - CSO27 loading medias,2025-07-02 00:39:10.501000+02:00,Incydent,Newpos - CSO27 loading medias,newpos - cso27 loading medias,inne,0.5
SD-163821,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 00:37:42.439000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163820,POS03 - Zawiesiła się,2025-07-02 00:34:55.855000+02:00,Incydent,POS03 - Zawiesiła się,pos03 - zawiesiła się,inne,0.5
SD-163819,MyStore - Prośba o pomoc w edycji odbić czasowych,2025-07-02 00:34:16.677000+02:00,Incydent,MyStore - Prośba o pomoc w edycji odbić czasowych,mystore - prośba o pomoc w edycji odbić czasowych,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-163818,CSO25 - niedostępny,2025-07-02 00:31:41.913000+02:00,Incydent,CSO25 - niedostępny,cso25 - niedostępny,CSOxx – niedostępny,0.9
SD-163817,"Problem z zamknięciem POS02 - nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 00:30:42.514000+02:00,Incydent,"Problem z zamknięciem POS02 - nie przeszło na kasie, z której był zamykany dzień.","problem z zamknięciem pos02 - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163816,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 00:27:49.153000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163813,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.

",2025-07-02 00:23:08.742000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163812,MyStore - wrin przestawia się automatycznie.,2025-07-02 00:21:09.527000+02:00,Usługa,MyStore - wrin przestawia się automatycznie.,mystore - wrin przestawia się automatycznie.,inne,0.5
SD-163811,oDMB - błędne godziny otwarcia,2025-07-02 00:19:18.876000+02:00,Incydent,oDMB - błędne godziny otwarcia,odmb - błędne godziny otwarcia,inne,0.5
SD-163810,wrin 99999/999,2025-07-02 00:17:23.252000+02:00,Incydent,wrin 99999/999,wrin 99999/999,inne,0.5
SD-163808,CFS - Brak podglądu po przepięciu lini dirve ,2025-07-02 00:16:45.063000+02:00,Incydent,CFS - Brak podglądu po przepięciu lini dirve,cfs - brak podglądu po przepięciu lini dirve,inne,0.5
SD-163807,POS01 - problem z przyjęciem płatności ,2025-07-02 00:12:32.902000+02:00,Incydent,POS01 - problem z przyjęciem płatności,pos01 - problem z przyjęciem płatności,inne,0.5
SD-163806,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.",2025-07-02 00:12:11.823000+02:00,Incydent,"Newpos - Zamknięcie nie przeszło na kasie, z której był zamykany dzień.","newpos - zamknięcie nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163805,w momencie wybrania na panelu kasowym opcji płatności kartą wyskakuje komunikat no response message,2025-07-02 00:12:05.864000+02:00,Incydent,w momencie wybrania na panelu kasowym opcji płatności kartą wyskakuje komunikat no response message,w momencie wybrania na panelu kasowym opcji płatności kartą wyskakuje komunikat no response message,inne,0.5
SD-163804,oDMB - błędne godziny otwarcia,2025-07-02 00:11:45.848000+02:00,Incydent,oDMB - błędne godziny otwarcia,odmb - błędne godziny otwarcia,inne,0.5
SD-163803,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,2025-07-02 00:09:12.845000+02:00,Incydent,Zamknięcie/Otwarcie POS - Nie przeszło zamknięcie POS.,zamknięcie/otwarcie pos - nie przeszło zamknięcie pos.,inne,0.5
SD-163802,Pos03 - Prośba o nadanie uprawnien karty złotej dla karty srebrnej,2025-07-02 00:07:06.725000+02:00,Incydent,Pos03 - Prośba o nadanie uprawnien karty złotej dla karty srebrnej,pos03 - prośba o nadanie uprawnien karty złotej dla karty srebrnej,inne,0.5
SD-163801,Prośba o restart komunikacji ,2025-07-02 00:06:35.841000+02:00,Incydent,Prośba o restart komunikacji,prośba o restart komunikacji,inne,0.5
SD-163800,MS9 - Zablokowany użytkownik.,2025-07-02 00:03:53.232000+02:00,Incydent,MS9 - Zablokowany użytkownik.,ms9 - zablokowany użytkownik.,inne,0.5
SD-163799,POS01 - Zawiesiła się,2025-07-02 00:03:20.859000+02:00,Incydent,POS01 - Zawiesiła się,pos01 - zawiesiła się,inne,0.5
SD-163798,MyStore - Prośba o pomoc w edycji odbić czasowych,2025-07-02 00:00:53.814000+02:00,Usługa,MyStore - Prośba o pomoc w edycji odbić czasowych,mystore - prośba o pomoc w edycji odbić czasowych,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-163796,MyStore - raport operacyjny - brak sprzedaży WOLT - 01.07,2025-07-01 23:47:11.308000+02:00,Incydent,MyStore - raport operacyjny - brak sprzedaży WOLT - 01.07,mystore - raport operacyjny - brak sprzedaży wolt - 01.07,inne,0.5
SD-163795,CR .240 - Zawieszona aplikacja,2025-07-01 23:45:36.515000+02:00,Incydent,CR .240 - Zawieszona aplikacja,cr .240 - zawieszona aplikacja,inne,0.5
SD-163794,iDMB/oDMB - wyłączyły się monitory,2025-07-01 23:45:04.186000+02:00,Incydent,iDMB/oDMB - wyłączyły się monitory,idmb/odmb - wyłączyły się monitory,inne,0.5
SD-163793,Zapytanie na temat przepięcia skanerów do patch panelu,2025-07-01 23:44:17.342000+02:00,Incydent,Zapytanie na temat przepięcia skanerów do patch panelu,zapytanie na temat przepięcia skanerów do patch panelu,inne,0.5
SD-163792,MyStore - Prośba o pomoc w edycji odbić czasowych,2025-07-01 23:39:43.374000+02:00,Usługa,MyStore - Prośba o pomoc w edycji odbić czasowych,mystore - prośba o pomoc w edycji odbić czasowych,MyStore – Prośba o pomoc w edycji odbić czasowych,0.9
SD-163791,Zamiana roli POS ,2025-07-01 23:36:19.049000+02:00,Usługa,Zamiana roli POS,zamiana roli pos,inne,0.5
SD-163790,CSO30 - Drukarka fiskalna nie odpowiada,2025-07-01 23:28:56.508000+02:00,Incydent,CSO30 - Drukarka fiskalna nie odpowiada,cso30 - drukarka fiskalna nie odpowiada,inne,0.5
SD-163789,Pytanie o zamianę skanerów na DT,2025-07-01 23:26:06+02:00,Incydent,Pytanie o zamianę skanerów na DT,pytanie o zamianę skanerów na dt,inne,0.5
SD-163787,Aplikacja na telefonie nie chce się zalować,2025-07-01 23:19:26.239000+02:00,Incydent,Aplikacja na telefonie nie chce się zalować,aplikacja na telefonie nie chce się zalować,inne,0.5
SD-163786,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.",2025-07-01 23:19:12.007000+02:00,Incydent,"Problem z zamknięciem POS24 - nie przeszło na kasie, z której był zamykany dzień.","problem z zamknięciem pos24 - nie przeszło na kasie, z której był zamykany dzień.","Newpos – Zamknięcie nie przeszło na kasie, z której był zamykany dzień",0.9
SD-163785,Zapytanie o przesłanie przewodu zasilającego do terminala,2025-07-01 23:16:32.072000+02:00,Usługa,Zapytanie o przesłanie przewodu zasilającego do terminala,zapytanie o przesłanie przewodu zasilającego do terminala,inne,0.5
